   ,methodName, Error, time
312, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:31
313, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:31
314, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:31
315, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:31
316, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
317, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
318, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
319, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
320, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
321, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
322, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
323, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
324, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
325, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
326, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
327, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
328, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
329, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
330, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
331, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
332, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
333, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
334, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
335, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
336, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
337, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
338, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
339, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
340, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
341, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
342, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
343, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
344, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
345, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
346, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
347, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
348, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
349, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
350, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
351, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
352, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
353, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
354, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
355, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
356, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
357, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
358, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
359, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
360, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
361, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
362, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
363, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
364, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
365, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
366, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
367, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
368, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
369, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
370, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
371, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
372, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
373, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
374, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
375, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
376, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
377, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
378, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
379, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
380, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
381, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
382, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
383, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
384, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
385, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
386, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
387, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
388, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
389, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
390, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
391, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
392, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
393, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
394, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
395, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
396, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
397, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
398, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
399, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
400, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
401, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
402, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
403, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
404, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
405, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
406, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
407, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
408, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:32
409, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
410, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
411, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
412, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
413, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
414, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
415, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
416, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
417, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
418, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
419, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
420, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
421, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
422, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
423, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
424, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
425, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
426, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
427, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
428, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
429, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
430, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
431, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
432, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
433, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
434, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
435, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
436, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
437, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
438, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
439, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
440, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
441, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
442, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
443, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
444, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
445, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
446, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
447, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
448, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
449, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
450, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
451, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
452, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
453, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
454, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
455, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
456, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
457, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
458, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
459, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
460, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
461, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
462, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
463, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
464, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
465, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
466, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
467, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
468, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
469, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
470, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
471, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
472, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
473, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
474, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
475, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
476, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
477, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
478, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
479, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
480, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
481, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
482, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
483, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
484, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
485, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
486, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
487, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
488, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
489, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
490, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
491, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
492, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
493, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
494, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
495, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
496, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
497, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
498, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
499, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
500, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
501, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
502, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
503, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
504, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
505, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:33
506, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
507, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
508, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
509, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
510, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
511, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
512, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
513, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
514, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
515, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
516, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
517, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
518, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
519, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
520, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
521, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
522, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
523, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
524, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
525, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
526, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
527, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
528, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
529, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
530, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
531, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
532, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
533, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
534, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
535, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
536, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
537, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
538, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
539, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
540, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
541, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
542, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
543, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
544, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
545, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
546, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
547, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
548, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
549, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
550, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
551, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
552, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
553, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
554, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
555, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
556, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
557, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
558, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
559, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
560, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
561, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
562, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
563, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
564, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
565, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
566, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
567, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
568, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
569, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
570, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
571, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
572, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
573, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
574, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
575, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
576, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
577, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
578, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
579, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
580, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
581, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
582, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
583, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
584, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
585, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
586, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
587, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
588, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
589, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
590, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
591, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
592, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
593, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
594, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
595, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
596, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
597, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:34
598, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
599, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
600, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
601, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
602, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
603, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
604, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
605, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
606, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
607, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
608, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
609, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
610, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
611, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
612, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
613, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
614, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
615, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
616, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
617, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
618, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
619, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
620, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
621, recive, [WinError 10054] An existing connection was forcibly closed by the remote host, 10/18/2022 15:32:35
